Cruise	Station	Type	Year	Month	Day	Hour	Minute	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	QV:ODV:Bot Depth [m]	Depth [m]	QV:ODV:Depth [m]	Pressure [dbar]	QV:ODV:Pressure [dbar]	Temperature [degC]	QV:ODV:Temperature [degC]
77CN	0427	*	2014	1	13	22	5	-14.5900	56.5200		1	7	0	7	0	8.6	0
77CN	0428	*	2014	1	13	22	10	-14.5500	56.5200		1	7	0	7	0	8.7	0
77CN	0429	*	2014	1	13	22	15	-14.5200	56.5200		1	7	0	7	0	8.7	0
77CN	0430	*	2014	1	13	22	20	-14.4900	56.5100		1	7	0	7	0	8.6	0
77CN	0431	*	2014	1	13	22	25	-14.4500	56.5100		1	7	0	7	0	8.7	0
77CN	0432	*	2014	1	13	22	30	-14.4200	56.5000		1	7	0	7	0	9.0	0
77CN	0433	*	2014	1	13	22	35	-14.3900	56.5000		1	7	0	7	0	9.0	0
77CN	0434	*	2014	1	13	22	40	-14.3500	56.4900		1	7	0	7	0	8.9	0
77CN	0435	*	2014	1	13	22	45	-14.3200	56.4900		1	7	0	7	0	9.2	0
77CN	0436	*	2014	1	13	22	50	-14.2800	56.4900		1	7	0	7	0	9.8	0
77CN	0437	*	2014	1	13	22	55	-14.2500	56.4800		1	7	0	7	0	9.6	0
77CN	0438	*	2014	1	13	23	0	-14.2200	56.4800		1	7	0	7	0	9.8	0
77CN	0439	*	2014	1	13	23	5	-14.1800	56.4700		1	7	0	7	0	9.8	0
77CN	0440	*	2014	1	13	23	10	-14.1500	56.4700		1	7	0	7	0	9.8	0
77CN	0441	*	2014	1	13	23	15	-14.1200	56.4600		1	7	0	7	0	9.6	0
77CN	0442	*	2014	1	13	23	20	-14.0800	56.4600		1	7	0	7	0	9.8	0
77CN	0443	*	2014	1	13	23	25	-14.0500	56.4600		1	7	0	7	0	9.8	0
77CN	0444	*	2014	1	13	23	30	-14.0200	56.4500		1	7	0	7	0	9.8	0
77CN	0445	*	2014	1	13	23	35	-13.9800	56.4500		1	7	0	7	0	9.6	0
77CN	0446	*	2014	1	13	23	40	-13.9500	56.4400		1	7	0	7	0	9.8	0
77CN	0447	*	2014	1	13	23	45	-13.9100	56.4400		1	7	0	7	0	9.8	0
77CN	0448	*	2014	1	13	23	50	-13.8800	56.4300		1	7	0	7	0	9.9	0
77CN	0449	*	2014	1	13	23	55	-13.8500	56.4300		1	7	0	7	0	9.9	0
77CN	0450	*	2014	1	14	0	0	-13.8100	56.4300		1	7	0	7	0	9.9	0
77CN	0451	*	2014	1	14	0	5	-13.7800	56.4200		1	7	0	7	0	9.8	0
77CN	0452	*	2014	1	14	0	10	-13.7500	56.4200		1	7	0	7	0	9.8	0
77CN	0453	*	2014	1	14	0	15	-13.7100	56.4100		1	7	0	7	0	9.8	0
77CN	0454	*	2014	1	14	0	20	-13.6800	56.4100		1	7	0	7	0	9.8	0
77CN	0455	*	2014	1	14	0	25	-13.6500	56.4000		1	7	0	7	0	9.9	0
77CN	0456	*	2014	1	14	0	30	-13.6100	56.4000		1	7	0	7	0	9.9	0
77CN	0457	*	2014	1	14	0	35	-13.5800	56.4000		1	7	0	7	0	9.9	0
77CN	0458	*	2014	1	14	0	40	-13.5400	56.3900		1	7	0	7	0	9.9	0
77CN	0459	*	2014	1	14	0	45	-13.5100	56.3900		1	7	0	7	0	10.1	0
77CN	0460	*	2014	1	14	0	50	-13.4800	56.3800		1	7	0	7	0	10.2	0
77CN	0461	*	2014	1	14	0	55	-13.4400	56.3800		1	7	0	7	0	10.2	0
77CN	0462	*	2014	1	14	1	0	-13.4100	56.3700		1	7	0	7	0	10.2	0
77CN	0463	*	2014	1	14	1	5	-13.3800	56.3700		1	7	0	7	0	9.9	0
77CN	0464	*	2014	1	14	1	10	-13.3400	56.3700		1	7	0	7	0	9.9	0
77CN	0465	*	2014	1	14	1	15	-13.3100	56.3600		1	7	0	7	0	9.9	0
77CN	0466	*	2014	1	14	1	20	-13.2800	56.3600		1	7	0	7	0	10.2	0
77CN	0467	*	2014	1	14	1	25	-13.2400	56.3500		1	7	0	7	0	10.2	0
77CN	0468	*	2014	1	14	1	30	-13.2100	56.3500		1	7	0	7	0	10.2	0
77CN	0469	*	2014	1	14	1	35	-13.1700	56.3500		1	7	0	7	0	10.2	0
77CN	0470	*	2014	1	14	1	40	-13.1400	56.3400		1	7	0	7	0	10.2	0
77CN	0471	*	2014	1	14	1	45	-13.1100	56.3400		1	7	0	7	0	10.2	0
77CN	0472	*	2014	1	14	1	50	-13.0700	56.3300		1	7	0	7	0	10.2	0
77CN	0473	*	2014	1	14	1	55	-13.0400	56.3300		1	7	0	7	0	10.2	0
77CN	0474	*	2014	1	14	2	0	-13.0100	56.3200		1	7	0	7	0	10.2	0
77CN	0475	*	2014	1	14	2	5	-12.9700	56.3200		1	7	0	7	0	10.2	0
77CN	0476	*	2014	1	14	2	10	-12.9400	56.3200		1	7	0	7	0	10.2	0
77CN	0477	*	2014	1	14	2	15	-12.9000	56.3100		1	7	0	7	0	10.2	0
77CN	0478	*	2014	1	14	2	20	-12.8700	56.3100		1	7	0	7	0	10.2	0
77CN	0479	*	2014	1	14	2	25	-12.8400	56.3000		1	7	0	7	0	10.2	0
77CN	0480	*	2014	1	14	2	30	-12.8000	56.3000		1	7	0	7	0	10.2	0
77CN	0481	*	2014	1	14	2	35	-12.7700	56.2900		1	7	0	7	0	10.2	0
77CN	0482	*	2014	1	14	2	40	-12.7400	56.2900		1	7	0	7	0	10.2	0
77CN	0483	*	2014	1	14	2	45	-12.7000	56.2900		1	7	0	7	0	10.2	0
77CN	0484	*	2014	1	14	2	50	-12.6700	56.2800		1	7	0	7	0	10.2	0
77CN	0485	*	2014	1	14	2	55	-12.6400	56.2800		1	7	0	7	0	10.2	0
77CN	0486	*	2014	1	14	3	0	-12.6000	56.2700		1	7	0	7	0	10.2	0
77CN	0487	*	2014	1	14	3	5	-12.5700	56.2700		1	7	0	7	0	10.2	0
77CN	0488	*	2014	1	14	3	10	-12.5300	56.2600		1	7	0	7	0	10.2	0
77CN	0489	*	2014	1	14	3	15	-12.5000	56.2600		1	7	0	7	0	10.2	0
77CN	0490	*	2014	1	14	3	20	-12.4700	56.2600		1	7	0	7	0	10.1	0
77CN	0491	*	2014	1	14	3	25	-12.4300	56.2500		1	7	0	7	0	9.9	0
77CN	0492	*	2014	1	14	3	30	-12.4000	56.2500		1	7	0	7	0	10.2	0
77CN	0493	*	2014	1	14	3	35	-12.3700	56.2400		1	7	0	7	0	10.2	0
77CN	0494	*	2014	1	14	3	40	-12.3300	56.2400		1	7	0	7	0	10.2	0
77CN	0495	*	2014	1	14	3	45	-12.3000	56.2300		1	7	0	7	0	10.2	0
77CN	0496	*	2014	1	14	3	50	-12.2700	56.2300		1	7	0	7	0	10.2	0
77CN	0497	*	2014	1	14	3	55	-12.2300	56.2300		1	7	0	7	0	10.2	0
77CN	0498	*	2014	1	14	4	0	-12.2000	56.2200		1	7	0	7	0	10.2	0
77CN	0499	*	2014	1	14	4	5	-12.1600	56.2200		1	7	0	7	0	10.2	0
77CN	0500	*	2014	1	14	4	10	-12.1300	56.2100		1	7	0	7	0	10.2	0
77CN	0501	*	2014	1	14	4	15	-12.1000	56.2100		1	7	0	7	0	10.4	0
77CN	0502	*	2014	1	14	4	20	-12.0600	56.2100		1	7	0	7	0	10.4	0
77CN	0503	*	2014	1	14	4	25	-12.0300	56.2000		1	7	0	7	0	10.4	0
77CN	0504	*	2014	1	14	4	30	-12.0000	56.2000		1	7	0	7	0	10.4	0
77CN	0505	*	2014	1	14	4	35	-11.9600	56.1900		1	7	0	7	0	10.4	0
77CN	0506	*	2014	1	14	4	40	-11.9300	56.1900		1	7	0	7	0	10.2	0
77CN	0507	*	2014	1	14	4	45	-11.9000	56.1800		1	7	0	7	0	10.2	0
77CN	0508	*	2014	1	14	4	50	-11.8600	56.1800		1	7	0	7	0	10.4	0
77CN	0509	*	2014	1	14	4	55	-11.8300	56.1800		1	7	0	7	0	10.2	0
77CN	0510	*	2014	1	14	5	0	-11.7900	56.1700		1	7	0	7	0	10.2	0
77CN	0511	*	2014	1	14	5	5	-11.7600	56.1700		1	7	0	7	0	10.2	0
77CN	0512	*	2014	1	14	5	10	-11.7300	56.1600		1	7	0	7	0	10.2	0
77CN	0513	*	2014	1	14	5	15	-11.6900	56.1600		1	7	0	7	0	10.2	0
77CN	0514	*	2014	1	14	5	20	-11.6600	56.1500		1	7	0	7	0	10.1	0
77CN	0515	*	2014	1	14	5	25	-11.6300	56.1500		1	7	0	7	0	10.2	0
77CN	0516	*	2014	1	14	5	30	-11.5900	56.1500		1	7	0	7	0	10.2	0
77CN	0517	*	2014	1	14	5	35	-11.5600	56.1400		1	7	0	7	0	10.2	0
77CN	0518	*	2014	1	14	5	40	-11.5200	56.1400		1	7	0	7	0	10.2	0
77CN	0519	*	2014	1	14	5	45	-11.4900	56.1300		1	7	0	7	0	10.2	0
77CN	0520	*	2014	1	14	5	50	-11.4600	56.1300		1	7	0	7	0	10.2	0
77CN	0521	*	2014	1	14	5	55	-11.4200	56.1200		1	7	0	7	0	10.2	0
77CN	0522	*	2014	1	14	6	0	-11.3900	56.1200		1	7	0	7	0	10.2	0
77CN	0523	*	2014	1	14	6	5	-11.3600	56.1200		1	7	0	7	0	10.2	0
77CN	0524	*	2014	1	14	6	10	-11.3200	56.1100		1	7	0	7	0	10.2	0
77CN	0525	*	2014	1	14	6	15	-11.2900	56.1100		1	7	0	7	0	10.2	0
77CN	0526	*	2014	1	14	6	20	-11.2600	56.1000		1	7	0	7	0	10.2	0
77CN	0527	*	2014	1	14	6	25	-11.2200	56.1000		1	7	0	7	0	10.2	0
77CN	0528	*	2014	1	14	6	30	-11.1900	56.0900		1	7	0	7	0	10.2	0
77CN	0529	*	2014	1	14	6	35	-11.1500	56.0900		1	7	0	7	0	10.2	0
77CN	0530	*	2014	1	14	6	40	-11.1200	56.0900		1	7	0	7	0	10.2	0
77CN	0531	*	2014	1	14	6	45	-11.0900	56.0800		1	7	0	7	0	10.2	0
77CN	0532	*	2014	1	14	6	50	-11.0500	56.0800		1	7	0	7	0	10.2	0
77CN	0533	*	2014	1	14	6	55	-11.0200	56.0700		1	7	0	7	0	10.2	0
77CN	0534	*	2014	1	14	7	0	-10.9900	56.0700		1	7	0	7	0	10.2	0
77CN	0535	*	2014	1	14	7	5	-10.9500	56.0600		1	7	0	7	0	10.4	0
77CN	0536	*	2014	1	14	7	10	-10.9200	56.0600		1	7	0	7	0	10.4	0
77CN	0537	*	2014	1	14	7	15	-10.8900	56.0600		1	7	0	7	0	10.4	0
77CN	0538	*	2014	1	14	7	20	-10.8500	56.0500		1	7	0	7	0	10.4	0
77CN	0539	*	2014	1	14	7	25	-10.8200	56.0500		1	7	0	7	0	10.4	0
77CN	0540	*	2014	1	14	7	30	-10.7800	56.0400		1	7	0	7	0	10.2	0
77CN	0541	*	2014	1	14	7	35	-10.7500	56.0400		1	7	0	7	0	10.2	0
77CN	0542	*	2014	1	14	7	40	-10.7200	56.0400		1	7	0	7	0	10.2	0
77CN	0543	*	2014	1	14	7	45	-10.6800	56.0300		1	7	0	7	0	10.2	0
77CN	0544	*	2014	1	14	7	50	-10.6500	56.0300		1	7	0	7	0	10.2	0
77CN	0545	*	2014	1	14	7	55	-10.6200	56.0200		1	7	0	7	0	10.2	0
77CN	0546	*	2014	1	14	8	0	-10.5800	56.0200		1	7	0	7	0	10.1	0
77CN	0547	*	2014	1	14	8	5	-10.5500	56.0100		1	7	0	7	0	9.9	0
77CN	0548	*	2014	1	14	8	10	-10.5200	56.0100		1	7	0	7	0	9.9	0
77CN	0549	*	2014	1	14	8	15	-10.4800	56.0100		1	7	0	7	0	9.9	0
77CN	0550	*	2014	1	14	8	20	-10.4500	56.0000		1	7	0	7	0	9.9	0
77CN	0551	*	2014	1	14	8	25	-10.4100	56.0000		1	7	0	7	0	9.8	0
77CN	0552	*	2014	1	14	8	30	-10.3800	55.9900		1	7	0	7	0	9.9	0
77CN	0553	*	2014	1	14	8	35	-10.3500	55.9900		1	7	0	7	0	9.8	0
77CN	0554	*	2014	1	14	8	40	-10.3100	55.9800		1	7	0	7	0	9.8	0
77CN	0555	*	2014	1	14	8	45	-10.2800	55.9800		1	7	0	7	0	9.9	0
77CN	0556	*	2014	1	14	8	50	-10.2500	55.9800		1	7	0	7	0	9.9	0
77CN	0557	*	2014	1	14	8	55	-10.2100	55.9700		1	7	0	7	0	9.9	0
77CN	0558	*	2014	1	14	9	0	-10.1800	55.9700		1	7	0	7	0	9.9	0
77CN	0559	*	2014	1	14	9	5	-10.1500	55.9600		1	7	0	7	0	10.1	0
77CN	0560	*	2014	1	14	9	10	-10.1100	55.9600		1	7	0	7	0	9.9	0
77CN	0561	*	2014	1	14	9	15	-10.0800	55.9500		1	7	0	7	0	9.9	0
77CN	0562	*	2014	1	14	9	20	-10.0400	55.9500		1	7	0	7	0	9.9	0
77CN	0563	*	2014	1	14	9	25	-10.0100	55.9500		1	7	0	7	0	10.1	0
77CN	0564	*	2014	1	14	9	30	-9.9800	55.9400		1	7	0	7	0	10.1	0
77CN	0565	*	2014	1	14	9	35	-9.9400	55.9400		1	7	0	7	0	9.9	0
77CN	0566	*	2014	1	14	9	40	-9.9100	55.9300		1	7	0	7	0	9.9	0
77CN	0567	*	2014	1	14	9	45	-9.8800	55.9300		1	7	0	7	0	9.9	0
77CN	0568	*	2014	1	14	9	50	-9.8400	55.9200		1	7	0	7	0	9.9	0
77CN	0569	*	2014	1	14	9	55	-9.8100	55.9200		1	7	0	7	0	10.1	0
77CN	0570	*	2014	1	14	10	0	-9.7700	55.9200		1	7	0	7	0	10.1	0
77CN	0571	*	2014	1	14	10	5	-9.7400	55.9100		1	7	0	7	0	10.2	0
77CN	0572	*	2014	1	14	10	10	-9.7100	55.9100		1	7	0	7	0	10.2	0
77CN	0573	*	2014	1	14	10	15	-9.6700	55.9000		1	7	0	7	0	10.2	0
77CN	0574	*	2014	1	14	10	20	-9.6400	55.9000		1	7	0	7	0	10.2	0
77CN	0575	*	2014	1	14	10	25	-9.6100	55.8900		1	7	0	7	0	10.2	0
77CN	0576	*	2014	1	14	10	30	-9.5700	55.8900		1	7	0	7	0	10.2	0
77CN	0577	*	2014	1	14	10	35	-9.5400	55.8900		1	7	0	7	0	10.2	0
77CN	0578	*	2014	1	14	10	40	-9.5100	55.8800		1	7	0	7	0	10.2	0
77CN	0579	*	2014	1	14	10	45	-9.4700	55.8800		1	7	0	7	0	10.2	0
77CN	0580	*	2014	1	14	10	50	-9.4400	55.8700		1	7	0	7	0	10.2	0
77CN	0581	*	2014	1	14	10	55	-9.4000	55.8700		1	7	0	7	0	10.2	0
77CN	0582	*	2014	1	14	11	0	-9.3700	55.8700		1	7	0	7	0	10.2	0
77CN	0583	*	2014	1	14	11	5	-9.3400	55.8600		1	7	0	7	0	10.2	0
77CN	0584	*	2014	1	14	11	10	-9.3000	55.8600		1	7	0	7	0	10.2	0
77CN	0585	*	2014	1	14	11	15	-9.2700	55.8500		1	7	0	7	0	10.2	0
77CN	0586	*	2014	1	14	11	20	-9.2400	55.8500		1	7	0	7	0	10.2	0
77CN	0587	*	2014	1	14	11	25	-9.2000	55.8400		1	7	0	7	0	10.2	0
77CN	0588	*	2014	1	14	11	30	-9.1700	55.8400		1	7	0	7	0	10.2	0
77CN	0589	*	2014	1	14	11	35	-9.1400	55.8400		1	7	0	7	0	10.2	0
77CN	0590	*	2014	1	14	11	40	-9.1000	55.8300		1	7	0	7	0	10.2	0
77CN	0591	*	2014	1	14	11	45	-9.0700	55.8300		1	7	0	7	0	10.2	0
77CN	0592	*	2014	1	14	11	50	-9.0300	55.8200		1	7	0	7	0	10.1	0
77CN	0593	*	2014	1	14	11	55	-9.0000	55.8200		1	7	0	7	0	10.2	0
77CN	0594	*	2014	1	14	12	0	-8.9700	55.8100		1	7	0	7	0	10.2	0
77CN	0595	*	2014	1	14	12	5	-8.9300	55.8100		1	7	0	7	0	10.1	0
77CN	0596	*	2014	1	14	12	10	-8.9000	55.8100		1	7	0	7	0	10.1	0
77CN	0597	*	2014	1	14	12	15	-8.8700	55.8000		1	7	0	7	0	10.1	0
77CN	0598	*	2014	1	14	12	20	-8.8300	55.8000		1	7	0	7	0	10.2	0
77CN	0599	*	2014	1	14	12	25	-8.8000	55.7900		1	7	0	7	0	10.2	0
77CN	0600	*	2014	1	14	12	30	-8.7700	55.7900		1	7	0	7	0	10.2	0
77CN	0601	*	2014	1	14	12	35	-8.7300	55.7800		1	7	0	7	0	9.9	0
77CN	0602	*	2014	1	14	12	40	-8.7000	55.7800		1	7	0	7	0	10.1	0
77CN	0603	*	2014	1	14	12	45	-8.6600	55.7800		1	7	0	7	0	9.9	0
77CN	0604	*	2014	1	14	12	50	-8.6300	55.7700		1	7	0	7	0	9.9	0
77CN	0605	*	2014	1	14	12	55	-8.6000	55.7700		1	7	0	7	0	9.9	0
77CN	0606	*	2014	1	14	13	0	-8.5600	55.7600		1	7	0	7	0	9.9	0
77CN	0607	*	2014	1	14	13	5	-8.5300	55.7600		1	7	0	7	0	9.9	0
77CN	0608	*	2014	1	14	13	10	-8.5000	55.7500		1	7	0	7	0	9.9	0
77CN	0609	*	2014	1	14	13	15	-8.4600	55.7500		1	7	0	7	0	9.9	0
77CN	0610	*	2014	1	14	13	20	-8.4300	55.7500		1	7	0	7	0	9.9	0
77CN	0611	*	2014	1	14	13	25	-8.3900	55.7400		1	7	0	7	0	9.9	0
77CN	0612	*	2014	1	14	13	30	-8.3600	55.7400		1	7	0	7	0	9.9	0
77CN	0613	*	2014	1	14	13	35	-8.3300	55.7300		1	7	0	7	0	9.9	0
77CN	0614	*	2014	1	14	13	40	-8.2900	55.7300		1	7	0	7	0	9.9	0
77CN	0615	*	2014	1	14	13	45	-8.2600	55.7300		1	7	0	7	0	9.9	0
77CN	0616	*	2014	1	14	13	50	-8.2300	55.7200		1	7	0	7	0	9.8	0
77CN	0617	*	2014	1	14	13	55	-8.1900	55.7200		1	7	0	7	0	9.9	0
77CN	0618	*	2014	1	14	14	0	-8.1600	55.7100		1	7	0	7	0	9.8	0
77CN	0619	*	2014	1	14	14	5	-8.1300	55.7100		1	7	0	7	0	9.8	0
77CN	0620	*	2014	1	14	14	10	-8.0900	55.7000		1	7	0	7	0	9.8	0
77CN	0621	*	2014	1	14	14	15	-8.0600	55.7000		1	7	0	7	0	9.8	0
77CN	0622	*	2014	1	14	14	20	-8.0200	55.7000		1	7	0	7	0	9.8	0
77CN	0623	*	2014	1	14	14	25	-7.9900	55.6900		1	7	0	7	0	9.8	0
77CN	0624	*	2014	1	14	14	30	-7.9600	55.6900		1	7	0	7	0	9.8	0
77CN	0625	*	2014	1	14	14	35	-7.9200	55.6800		1	7	0	7	0	9.8	0
77CN	0626	*	2014	1	14	14	40	-7.8900	55.6800		1	7	0	7	0	9.8	0
77CN	0627	*	2014	1	14	14	45	-7.8600	55.6700		1	7	0	7	0	9.8	0
77CN	0628	*	2014	1	14	14	50	-7.8200	55.6700		1	7	0	7	0	9.8	0
77CN	0629	*	2014	1	14	14	55	-7.7900	55.6700		1	7	0	7	0	9.8	0
77CN	0630	*	2014	1	14	15	0	-7.7600	55.6600		1	7	0	7	0	9.8	0
77CN	0631	*	2014	1	14	15	5	-7.7200	55.6600		1	7	0	7	0	9.6	0
77CN	0632	*	2014	1	14	15	10	-7.6900	55.6500		1	7	0	7	0	9.5	0
77CN	0633	*	2014	1	14	15	15	-7.6500	55.6500		1	7	0	7	0	9.5	0
77CN	0634	*	2014	1	14	15	20	-7.6200	55.6400		1	7	0	7	0	9.3	0
77CN	0635	*	2014	1	14	15	25	-7.5900	55.6400		1	7	0	7	0	9.2	0
77CN	0636	*	2014	1	14	15	30	-7.5500	55.6400		1	7	0	7	0	9.2	0
77CN	0637	*	2014	1	14	15	35	-7.5200	55.6300		1	7	0	7	0	9.0	0
AGS1	0638	*	2014	1	17	0	30	0.3500	53.6800		1	7	0	7	0	6.8	0
AGS1	0639	*	2014	1	17	0	35	0.3400	53.7000		1	7	0	7	0	6.8	0
AGS1	0640	*	2014	1	17	0	40	0.3300	53.7200		1	7	0	7	0	6.9	0
AGS1	0641	*	2014	1	17	0	45	0.3200	53.7400		1	7	0	7	0	7.1	0
AGS1	0642	*	2014	1	17	0	50	0.3100	53.7600		1	7	0	7	0	7.2	0
AGS1	0643	*	2014	1	17	0	55	0.3000	53.7800		1	7	0	7	0	7.2	0
AGS1	0644	*	2014	1	17	1	0	0.2800	53.8000		1	7	0	7	0	7.2	0
AGS1	0645	*	2014	1	17	1	5	0.2700	53.8300		1	7	0	7	0	7.2	0
AGS1	0646	*	2014	1	17	1	10	0.2600	53.8500		1	7	0	7	0	7.2	0
AGS1	0647	*	2014	1	17	1	15	0.2500	53.8700		1	7	0	7	0	7.2	0
AGS1	0648	*	2014	1	17	1	20	0.2400	53.8900		1	7	0	7	0	7.2	0
AGS1	0649	*	2014	1	17	1	25	0.2300	53.9100		1	7	0	7	0	7.1	0
AGS1	0650	*	2014	1	17	1	30	0.2200	53.9300		1	7	0	7	0	7.0	0
AGS1	0651	*	2014	1	17	1	35	0.2100	53.9500		1	7	0	7	0	6.9	0
AGS1	0652	*	2014	1	17	1	40	0.2000	53.9700		1	7	0	7	0	6.9	0
AGS1	0653	*	2014	1	17	1	45	0.1800	53.9900		1	7	0	7	0	6.8	0
AGS1	0654	*	2014	1	17	1	50	0.1700	54.0100		1	7	0	7	0	6.8	0
AGS1	0655	*	2014	1	17	1	55	0.1600	54.0300		1	7	0	7	0	6.8	0
AGS1	0656	*	2014	1	17	2	0	0.1500	54.0600		1	7	0	7	0	6.9	0
AGS1	0657	*	2014	1	17	2	5	0.1400	54.0800		1	7	0	7	0	6.9	0
AGS1	0658	*	2014	1	17	2	10	0.1300	54.1000		1	7	0	7	0	7.0	0
AGS1	0659	*	2014	1	17	2	15	0.1200	54.1200		1	7	0	7	0	7.0	0
AGS1	0660	*	2014	1	17	2	20	0.1100	54.1400		1	7	0	7	0	7.1	0
AGS1	0661	*	2014	1	17	2	25	0.0900	54.1600		1	7	0	7	0	7.2	0
AGS1	0662	*	2014	1	17	2	30	0.0800	54.1800		1	7	0	7	0	7.4	0
AGS1	0663	*	2014	1	17	2	35	0.0700	54.2000		1	7	0	7	0	7.4	0
AGS1	0664	*	2014	1	17	2	40	0.0600	54.2200		1	7	0	7	0	7.5	0
AGS1	0665	*	2014	1	17	2	45	0.0500	54.2400		1	7	0	7	0	7.5	0
AGS1	0666	*	2014	1	17	2	50	0.0400	54.2600		1	7	0	7	0	7.6	0
AGS1	0667	*	2014	1	17	2	55	0.0300	54.2900		1	7	0	7	0	7.6	0
AGS1	0668	*	2014	1	17	3	0	0.0200	54.3100		1	7	0	7	0	7.5	0
AGS1	0669	*	2014	1	17	3	5	0.0000	54.3300		1	7	0	7	0	7.6	0
AGS1	0670	*	2014	1	17	3	10	-0.0100	54.3500		1	7	0	7	0	7.6	0
AGS1	0671	*	2014	1	17	3	15	-0.0200	54.3700		1	7	0	7	0	7.6	0
AGS1	0672	*	2014	1	17	3	20	-0.0300	54.3900		1	7	0	7	0	7.6	0
AGS1	0673	*	2014	1	17	3	25	-0.0400	54.4100		1	7	0	7	0	7.6	0
AGS1	0674	*	2014	1	17	3	30	-0.0500	54.4300		1	7	0	7	0	7.6	0
AGS1	0675	*	2014	1	17	3	35	-0.0600	54.4500		1	7	0	7	0	7.6	0
AGS1	0676	*	2014	1	17	3	40	-0.0700	54.4700		1	7	0	7	0	7.6	0
AGS1	0677	*	2014	1	17	3	45	-0.0900	54.4900		1	7	0	7	0	7.6	0
AGS1	0678	*	2014	1	17	3	50	-0.1000	54.5200		1	7	0	7	0	7.6	0
AGS1	0679	*	2014	1	17	3	55	-0.1100	54.5400		1	7	0	7	0	7.6	0
AGS1	0680	*	2014	1	17	4	0	-0.1200	54.5600		1	7	0	7	0	7.6	0
AGS1	0681	*	2014	1	17	4	5	-0.1300	54.5800		1	7	0	7	0	7.7	0
AGS1	0682	*	2014	1	17	4	10	-0.1400	54.6000		1	7	0	7	0	7.7	0
AGS1	0683	*	2014	1	17	4	15	-0.1500	54.6200		1	7	0	7	0	7.7	0
AGS1	0684	*	2014	1	17	4	20	-0.1600	54.6400		1	7	0	7	0	7.7	0
AGS1	0685	*	2014	1	17	4	25	-0.1800	54.6600		1	7	0	7	0	7.7	0
AGS1	0686	*	2014	1	17	4	30	-0.1900	54.6800		1	7	0	7	0	7.7	0
AGS1	0687	*	2014	1	17	4	35	-0.2000	54.7000		1	7	0	7	0	7.7	0
AGS1	0688	*	2014	1	17	4	40	-0.2100	54.7300		1	7	0	7	0	7.7	0
AGS1	0689	*	2014	1	17	4	45	-0.2200	54.7500		1	7	0	7	0	7.7	0
AGS1	0690	*	2014	1	17	4	50	-0.2300	54.7700		1	7	0	7	0	7.7	0
AGS1	0691	*	2014	1	17	4	55	-0.2400	54.7900		1	7	0	7	0	7.7	0
AGS1	0692	*	2014	1	17	5	0	-0.2500	54.8100		1	7	0	7	0	7.7	0
AGS1	0693	*	2014	1	17	5	5	-0.2700	54.8300		1	7	0	7	0	7.7	0
AGS1	0694	*	2014	1	17	5	10	-0.2800	54.8500		1	7	0	7	0	7.7	0
AGS1	0695	*	2014	1	17	5	15	-0.2900	54.8700		1	7	0	7	0	7.7	0
AGS1	0696	*	2014	1	17	5	20	-0.3000	54.8900		1	7	0	7	0	7.7	0
AGS1	0697	*	2014	1	17	5	25	-0.3100	54.9100		1	7	0	7	0	7.7	0
AGS1	0698	*	2014	1	17	5	30	-0.3200	54.9300		1	7	0	7	0	7.7	0
AGS1	0699	*	2014	1	17	5	35	-0.3300	54.9600		1	7	0	7	0	7.7	0
AGS1	0700	*	2014	1	17	5	40	-0.3400	54.9800		1	7	0	7	0	7.6	0
AGS1	0701	*	2014	1	17	5	45	-0.3600	55.0000		1	7	0	7	0	7.7	0
AGS1	0702	*	2014	1	17	5	50	-0.3700	55.0200		1	7	0	7	0	7.7	0
AGS1	0703	*	2014	1	17	5	55	-0.3800	55.0400		1	7	0	7	0	7.6	0
AGS1	0704	*	2014	1	17	6	0	-0.3900	55.0600		1	7	0	7	0	7.7	0
AGS1	0705	*	2014	1	17	6	5	-0.4000	55.0800		1	7	0	7	0	7.6	0
AGS1	0706	*	2014	1	17	6	10	-0.4100	55.1000		1	7	0	7	0	7.7	0
AGS1	0707	*	2014	1	17	6	15	-0.4200	55.1200		1	7	0	7	0	7.7	0
AGS1	0708	*	2014	1	17	6	20	-0.4300	55.1400		1	7	0	7	0	7.6	0
AGS1	0709	*	2014	1	17	6	25	-0.4500	55.1600		1	7	0	7	0	7.6	0
AGS1	0710	*	2014	1	17	6	30	-0.4600	55.1900		1	7	0	7	0	7.6	0
AGS1	0711	*	2014	1	17	6	35	-0.4700	55.2100		1	7	0	7	0	7.6	0
AGS1	0712	*	2014	1	17	6	40	-0.4800	55.2300		1	7	0	7	0	7.6	0
AGS1	0713	*	2014	1	17	6	45	-0.4900	55.2500		1	7	0	7	0	7.7	0
AGS1	0714	*	2014	1	17	6	50	-0.5000	55.2700		1	7	0	7	0	7.7	0
AGS1	0715	*	2014	1	17	6	55	-0.5100	55.2900		1	7	0	7	0	7.7	0
AGS1	0716	*	2014	1	17	7	0	-0.5200	55.3100		1	7	0	7	0	7.7	0
AGS1	0717	*	2014	1	17	7	5	-0.5400	55.3300		1	7	0	7	0	7.7	0
AGS1	0718	*	2014	1	17	7	10	-0.5500	55.3500		1	7	0	7	0	7.7	0
AGS1	0719	*	2014	1	17	7	15	-0.5600	55.3700		1	7	0	7	0	7.7	0
